Time (s),Voltage (V)
-3.2808e-05,0.00011999999696854502
-3.280399999966904e-05,0.00015999999595806003
-3.279999999933808e-05,0.00015999999595806003
-3.279599999900712e-05,0.00015999999595806003
-3.2791999998676156e-05,0.00015999999595806003
-3.2787999998345194e-05,0.00015999999595806003
-3.278399999801423e-05,0.00015999999595806003
-3.277999999768327e-05,0.00015999999595806003
-3.277599999735231e-05,0.00011999999696854502
-3.277199999702135e-05,0.00015999999595806003
-3.276799999669039e-05,0.00015999999595806003
-3.2763999996359425e-05,0.00015999999595806003
-3.2759999996028464e-05,0.00015999999595806003
-3.27559999956975e-05,0.00015999999595806003
-3.275199999536654e-05,0.00015999999595806003
-3.274799999503558e-05,0.00015999999595806003
-3.274399999470462e-05,0.00011999999696854502
-3.2739999994373656e-05,0.00015999999595806003
-3.2735999994042695e-05,0.00011999999696854502
-3.2731999993711733e-05,0.00015999999595806003
-3.272799999338077e-05,0.00011999999696854502
-3.272399999304981e-05,0.00015999999595806003
-3.271999999271885e-05,0.00015999999595806003
-3.271599999238789e-05,0.00019999999494757503
-3.2711999992056926e-05,0.00015999999595806003
-3.2707999991725965e-05,0.00015999999595806003
-3.2703999991395e-05,0.00015999999595806003
-3.269999999106404e-05,0.00015999999595806003
-3.269599999073308e-05,0.00015999999595806003
-3.269199999040212e-05,0.00015999999595806003
-3.268799999007116e-05,0.00015999999595806003
-3.2683999989740196e-05,0.00015999999595806003
-3.2679999989409234e-05,0.00011999999696854502
-3.267599998907827e-05,0.00011999999696854502
-3.267199998874731e-05,0.00011999999696854502
-3.266799998841635e-05,0.00015999999595806003
-3.266399998808539e-05,0.00015999999595806003
-3.265999998775443e-05,0.00015999999595806003
-3.2655999987423465e-05,0.00015999999595806003
-3.2651999987092504e-05,0.00015999999595806003
-3.264799998676154e-05,0.00015999999595806003
-3.264399998643058e-05,0.00019999999494757503
-3.263999998609962e-05,0.00015999999595806003
-3.263599998576866e-05,0.00019999999494757503
-3.2631999985437696e-05,0.00011999999696854502
-3.2627999985106735e-05,0.00015999999595806003
-3.2623999984775773e-05,0.00011999999696854502
-3.261999998444481e-05,0.00011999999696854502
-3.261599998411385e-05,0.00011999999696854502
-3.261199998378289e-05,0.00011999999696854502
-3.260799998345193e-05,0.00011999999696854502
-3.2603999983120966e-05,0.00015999999595806003
-3.2599999982790004e-05,0.00015999999595806003
